5.706,0
9.546,1
9.802,2
10.09,3
10.41,4
10.745999,5
10.986,6
11.418,7
11.754,8
12.106999,9
12.443,10
12.747,11
13.019,12
13.403,13
13.802999,14
14.187,15
14.539001,16
14.859,17
15.242999,0
15.563001,1
15.898999,2
16.219,3
16.427,4
16.667,5
16.971001,6
17.275002,7
17.579,8
17.883001,9
18.283001,10
18.587,11
18.939001,12
19.291,13
19.691,14
20.139,15
20.492001,16
20.620001,17
20.956001,0
21.308001,1
21.644001,2
21.996,3
22.316,4
22.732,5
22.988001,6
23.34,7
23.692001,8
23.852001,9
23.996,10
24.220001,11
24.428001,12
24.748001,13
25.228001,14
25.452002,15
25.724001,16
25.996,17
26.236,0
26.684,1
27.02,2
27.292,3
27.612001,4
27.868,5
28.140001,6
28.524,7
28.828001,8
29.148001,9
29.516001,10
29.740002,11
29.964001,12
30.412003,13
30.716,14
31.052002,15
31.388,16
31.612,17
31.883999,0
32.236,1
32.604,2
32.924,3
33.243999,4
33.452,5
33.723999,6
34.108002,7
34.428001,8
34.764,9
35.116001,10
35.34,11
35.612,12
36.012001,13
36.364002,14
36.684002,15
37.02,16
37.243999,17
37.484001,0
37.868,1
38.172001,2
38.493,3
38.861,4
39.117001,5
39.357002,6
39.757,7
40.269001,8
40.781002,9
41.132999,10
41.485001,11
42.205002,12
42.541,13
42.862,14
43.341999,15
44.014,16
44.782001,17
45.214001,0
46.830002,1
47.166,2
47.534,3
47.982002,4
48.493999,5
48.943001,6
49.743999,7
50.032001,8
50.383999,9
50.816002,10
51.68,11
52.304001,12
52.720001,13
53.632,14
53.824001,15
54.063999,16
54.352001,17
54.639999,0
54.944,1
55.152,2
55.375999,3
55.584999,4
55.777,5
56.033001,6
56.273003,7
56.465,8
56.705002,9
56.961002,10
57.137001,11
57.329002,12
57.632999,13
57.857002,14
58.112999,15
58.320999,16
58.433002,17
58.513,0
58.625,1
58.721001,2
58.801003,3
58.896999,4
59.008999,5
59.105,6
59.201,7
59.313,8
59.409,9
59.505001,10
59.601002,11
59.713001,12
59.809002,13
59.905003,14
60.097,15
60.209,16
60.305,17
60.417,0
60.513,1
60.609001,2
60.721001,3
60.848999,4
60.961002,5
61.089001,6
61.201,7
61.313,8
61.441002,9
61.537003,10
61.665001,11
61.841,12
61.937,13
62.065002,14
62.160999,15
62.257,16
62.368999,17
62.480999,0
62.577,1
62.688999,2
62.800999,3
62.896999,4
63.008999,5
63.105999,6
63.233997,7
63.329998,8
63.441998,9
63.553997,10
63.649998,11
63.761997,12
63.857998,13
63.953999,14
64.065994,15
64.161995,16
64.289993,17
64.402,0
64.514,1
64.610001,2
64.722,3
64.961998,4
65.089996,5
65.201996,6
65.297997,7
65.409996,8
65.505997,9
65.617996,10
65.729996,11
65.825996,12
65.921997,13
66.033997,14
66.273994,15
66.497993,16
66.753998,17
66.881996,0
66.993996,1
67.458,2
67.713997,3
67.953995,4
68.161995,5
68.433998,6
68.801994,7
69.121994,8
69.346001,9
69.697998,10
70.049995,11
70.306,12
70.689995,13
71.042,14
71.425995,15
71.793999,16
72.129997,17
72.497993,0
72.849998,1
73.313995,2
74.003998,3
74.371994,4
74.708,5
75.171997,6
75.907997,7
76.131996,8
76.339996,9
76.612,10
76.82,11
77.187996,12
77.556,13
78.067993,14
78.355995,15
78.596001,16
79.028,17
79.299995,0
79.683998,1
80.019997,2
80.419998,3
80.82,4
81.539993,5
81.907997,6
82.307999,7
82.739998,8
83.444,9
83.699997,10
83.891998,11
84.099998,12
84.339996,13
84.659996,14
84.995995,15
85.299995,16
85.571999,17
85.827995,0
86.035995,1
86.243996,2
86.467995,3
87.171997,4
87.635994,5
87.860001,6
88.131996,7
88.355995,8
89.075996,9
89.299995,10
89.523994,11
89.747993,12
90.227997,13
90.899994,14
91.107994,15
91.363998,16
91.587997,17
91.795998,0
92.227997,1
92.787994,2
93.011993,3
93.219994,4
93.427994,5
93.635994,6
93.955994,7
94.643997,8
95.028,9
95.283997,10
95.475998,11
95.715996,12
95.939995,13
96.547997,14
96.787994,15
97.011993,16
97.236,17
97.699997,0
98.355995,1
98.563995,2
98.787994,3
99.124001,4
99.315994,5
103.219994,6
103.491997,7
103.731995,8
103.972,9
104.195999,10
104.419998,11
104.627998,12
104.851997,13
105.091995,14
105.315994,15
105.556,16
105.827995,17
106.051994,0
106.275993,1
106.531998,2
106.771996,3
106.995995,4
107.251999,5
107.475998,6
107.699997,7
107.939995,8
108.163994,9
108.419998,10
108.675995,11
108.916,12
109.124001,13
109.332001,14
109.587997,15
109.827995,16
110.051994,17
110.275993,0
110.531998,1
110.755997,2
110.995995,3
111.315994,4
111.635994,5
111.955994,6
112.324997,7
112.564995,8
112.868996,9
113.125,10
113.445,11
113.876999,12
114.132996,13
114.356995,14
114.709,15
114.980995,16
115.300995,17
115.749001,0
115.973,1
116.260994,2
116.612999,3
116.900993,4
117.172997,5
117.396996,6
117.653,7
117.861,8
118.116997,9
118.500999,10
118.805,11
119.125,12
119.476997,13
119.716995,14
119.957001,15
120.340996,16
120.628998,17
121.013,0
121.348999,1
121.588997,2
121.861,3
122.244995,4
122.597,5
122.884995,6
123.268997,7
123.508995,8
123.749001,9
124.164993,10
124.500999,11
124.805,12
125.156998,13
125.380997,14
125.604996,15
126.004997,16
126.261002,17
126.485001,0
126.772995,1
126.981003,2
127.237,3
127.460999,4
127.89299,5
128.212997,6
128.500992,7
128.854004,8
129.093994,9
129.382004,10
129.75,11
130.069992,12
130.405991,13
130.774002,14
131.013992,15
131.270004,16
131.653992,17
132.005997,0
132.341995,1
132.645996,2
132.886002,3
133.141998,4
133.365997,5
133.589996,6
133.830002,7
134.069992,8
134.293991,9
134.565994,10
134.806,11
135.061996,12
135.334,13
135.57399,14
135.813995,15
136.069992,16
136.358002,17
136.677994,0
136.901993,1
137.110001,2
137.349991,3
137.557999,4
137.718002,5
137.830002,6
137.925995,7
138.037994,8
138.134003,9
138.246002,10
138.438004,11
138.550003,12
138.677994,13
138.93399,14
139.285995,15
139.669998,16
140.054001,17
140.261993,0
140.645996,1
140.917999,2
141.317993,3
141.526001,4
141.959,5
142.119003,6
142.310989,7
142.647003,8
143.511002,9
143.766998,10
144.070999,11
144.567001,12
145.287003,13
145.382996,14
